sexo;pueblo;n;codigo_comuna;nombre_comuna;codigo_region;nombre_region;año;poblacion_total;orden_region
Mujeres;Diaguita;2;15102;Camarones;15;Arica y Parinacota;2017;1218;1
Mujeres;Kawésqar;0;15102;Camarones;15;Arica y Parinacota;2017;1218;1
Mujeres;Yagán o Yámana;0;15102;Camarones;15;Arica y Parinacota;2017;1218;1
Mujeres;Otro;8;15102;Camarones;15;Arica y Parinacota;2017;1218;1
Mujeres;Pueblo Ignorado;7;15102;Camarones;15;Arica y Parinacota;2017;1218;1
Hombres;Mapuche;117;15201;Putre;15;Arica y Parinacota;2017;2441;1
Hombres;Aymara;768;15201;Putre;15;Arica y Parinacota;2017;2441;1
Hombres;Rapa Nui;0;15201;Putre;15;Arica y Parinacota;2017;2441;1
Hombres;Lican Antai;1;15201;Putre;15;Arica y Parinacota;2017;2441;1
Hombres;Quechua;111;15201;Putre;15;Arica y Parinacota;2017;2441;1
Hombres;Colla;2;15201;Putre;15;Arica y Parinacota;2017;2441;1
Hombres;Diaguita;3;15201;Putre;15;Arica y Parinacota;2017;2441;1
Hombres;Kawésqar;0;15201;Putre;15;Arica y Parinacota;2017;2441;1
Hombres;Yagán o Yámana;0;15201;Putre;15;Arica y Parinacota;2017;2441;1
Hombres;Otro;3;15201;Putre;15;Arica y Parinacota;2017;2441;1
Hombres;Pueblo Ignorado;4;15201;Putre;15;Arica y Parinacota;2017;2441;1
Mujeres;Mapuche;3;15201;Putre;15;Arica y Parinacota;2017;2441;1
Mujeres;Aymara;557;15201;Putre;15;Arica y Parinacota;2017;2441;1
Mujeres;Rapa Nui;0;15201;Putre;15;Arica y Parinacota;2017;2441;1
Mujeres;Lican Antai;0;15201;Putre;15;Arica y Parinacota;2017;2441;1
Mujeres;Quechua;23;15201;Putre;15;Arica y Parinacota;2017;2441;1
Mujeres;Colla;2;15201;Putre;15;Arica y Parinacota;2017;2441;1
Mujeres;Diaguita;0;15201;Putre;15;Arica y Parinacota;2017;2441;1
Mujeres;Kawésqar;0;15201;Putre;15;Arica y Parinacota;2017;2441;1
Mujeres;Yagán o Yámana;0;15201;Putre;15;Arica y Parinacota;2017;2441;1
Mujeres;Otro;1;15201;Putre;15;Arica y Parinacota;2017;2441;1
Mujeres;Pueblo Ignorado;9;15201;Putre;15;Arica y Parinacota;2017;2441;1
Hombres;Mapuche;14;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Hombres;Aymara;241;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Hombres;Rapa Nui;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Hombres;Lican Antai;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Hombres;Quechua;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Hombres;Colla;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Hombres;Diaguita;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Hombres;Kawésqar;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Hombres;Yagán o Yámana;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Hombres;Otro;1;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Hombres;Pueblo Ignorado;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Mujeres;Mapuche;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Mujeres;Aymara;249;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Mujeres;Rapa Nui;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Mujeres;Lican Antai;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Mujeres;Quechua;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Mujeres;Colla;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Mujeres;Diaguita;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Mujeres;Kawésqar;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Mujeres;Yagán o Yámana;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Mujeres;Otro;3;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Mujeres;Pueblo Ignorado;0;15202;General Lagos;15;Arica y Parinacota;2017;795;1
Hombres;Mapuche;3071;1101;Iquique;1;Tarapacá;2017;202891;2
Hombres;Aymara;8715;1101;Iquique;1;Tarapacá;2017;202891;2
Hombres;Rapa Nui;28;1101;Iquique;1;Tarapacá;2017;202891;2
Hombres;Lican Antai;187;1101;Iquique;1;Tarapacá;2017;202891;2
Hombres;Quechua;1725;1101;Iquique;1;Tarapacá;2017;202891;2
Hombres;Colla;199;1101;Iquique;1;Tarapacá;2017;202891;2
Hombres;Diaguita;1208;1101;Iquique;1;Tarapacá;2017;202891;2
Hombres;Kawésqar;9;1101;Iquique;1;Tarapacá;2017;202891;2
Hombres;Yagán o Yámana;9;1101;Iquique;1;Tarapacá;2017;202891;2
Hombres;Otro;421;1101;Iquique;1;Tarapacá;2017;202891;2
Hombres;Pueblo Ignorado;426;1101;Iquique;1;Tarapacá;2017;202891;2
Mujeres;Mapuche;2678;1101;Iquique;1;Tarapacá;2017;202891;2
Mujeres;Aymara;9814;1101;Iquique;1;Tarapacá;2017;202891;2
Mujeres;Rapa Nui;21;1101;Iquique;1;Tarapacá;2017;202891;2
Mujeres;Lican Antai;220;1101;Iquique;1;Tarapacá;2017;202891;2
Mujeres;Quechua;1981;1101;Iquique;1;Tarapacá;2017;202891;2
Mujeres;Colla;192;1101;Iquique;1;Tarapacá;2017;202891;2
Mujeres;Diaguita;1247;1101;Iquique;1;Tarapacá;2017;202891;2
Mujeres;Kawésqar;7;1101;Iquique;1;Tarapacá;2017;202891;2
Mujeres;Yagán o Yámana;11;1101;Iquique;1;Tarapacá;2017;202891;2
Mujeres;Otro;422;1101;Iquique;1;Tarapacá;2017;202891;2
Mujeres;Pueblo Ignorado;430;1101;Iquique;1;Tarapacá;2017;202891;2
Hombres;Mapuche;2851;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Hombres;Aymara;9710;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Hombres;Rapa Nui;17;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Hombres;Lican Antai;151;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Hombres;Quechua;1192;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Hombres;Colla;138;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Hombres;Diaguita;1258;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Hombres;Kawésqar;2;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Hombres;Yagán o Yámana;3;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Hombres;Otro;154;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Hombres;Pueblo Ignorado;348;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Mujeres;Mapuche;2574;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Mujeres;Aymara;10324;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Mujeres;Rapa Nui;12;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Mujeres;Lican Antai;163;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Mujeres;Quechua;1220;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Mujeres;Colla;147;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Mujeres;Diaguita;1350;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Mujeres;Kawésqar;5;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Mujeres;Yagán o Yámana;4;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Mujeres;Otro;152;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Mujeres;Pueblo Ignorado;304;1107;Alto Hospicio;1;Tarapacá;2017;113098;2
Hombres;Mapuche;495;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Hombres;Aymara;1967;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Hombres;Rapa Nui;1;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Hombres;Lican Antai;28;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Hombres;Quechua;277;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Hombres;Colla;40;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Hombres;Diaguita;483;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Hombres;Kawésqar;1;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Hombres;Yagán o Yámana;1;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Hombres;Otro;32;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Hombres;Pueblo Ignorado;58;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Mujeres;Mapuche;300;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Mujeres;Aymara;2041;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Mujeres;Rapa Nui;1;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Mujeres;Lican Antai;22;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Mujeres;Quechua;266;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Mujeres;Colla;36;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Mujeres;Diaguita;492;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Mujeres;Kawésqar;0;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Mujeres;Yagán o Yámana;1;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Mujeres;Otro;40;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Mujeres;Pueblo Ignorado;34;1401;Pozo Almonte;1;Tarapacá;2017;15286;2
Hombres;Mapuche;8;1402;Camiña;1;Tarapacá;2017;1286;2
Hombres;Aymara;491;1402;Camiña;1;Tarapacá;2017;1286;2
Hombres;Rapa Nui;0;1402;Camiña;1;Tarapacá;2017;1286;2
Hombres;Lican Antai;0;1402;Camiña;1;Tarapacá;2017;1286;2
Hombres;Quechua;27;1402;Camiña;1;Tarapacá;2017;1286;2
Hombres;Colla;0;1402;Camiña;1;Tarapacá;2017;1286;2
Hombres;Diaguita;2;1402;Camiña;1;Tarapacá;2017;1286;2
Hombres;Kawésqar;0;1402;Camiña;1;Tarapacá;2017;1286;2
Hombres;Yagán o Yámana;0;1402;Camiña;1;Tarapacá;2017;1286;2
Hombres;Otro;7;1402;Camiña;1;Tarapacá;2017;1286;2
Hombres;Pueblo Ignorado;6;1402;Camiña;1;Tarapacá;2017;1286;2
Mujeres;Mapuche;7;1402;Camiña;1;Tarapacá;2017;1286;2
Mujeres;Aymara;466;1402;Camiña;1;Tarapacá;2017;1286;2
Mujeres;Rapa Nui;0;1402;Camiña;1;Tarapacá;2017;1286;2
Mujeres;Lican Antai;0;1402;Camiña;1;Tarapacá;2017;1286;2
Mujeres;Quechua;40;1402;Camiña;1;Tarapacá;2017;1286;2
Mujeres;Colla;1;1402;Camiña;1;Tarapacá;2017;1286;2
Mujeres;Diaguita;0;1402;Camiña;1;Tarapacá;2017;1286;2
Mujeres;Kawésqar;0;1402;Camiña;1;Tarapacá;2017;1286;2
Mujeres;Yagán o Yámana;0;1402;Camiña;1;Tarapacá;2017;1286;2
Mujeres;Otro;12;1402;Camiña;1;Tarapacá;2017;1286;2
Mujeres;Pueblo Ignorado;4;1402;Camiña;1;Tarapacá;2017;1286;2
Hombres;Mapuche;8;1403;Colchane;1;Tarapacá;2017;1500;2
Hombres;Aymara;661;1403;Colchane;1;Tarapacá;2017;1500;2
Hombres;Rapa Nui;0;1403;Colchane;1;Tarapacá;2017;1500;2
Hombres;Lican Antai;0;1403;Colchane;1;Tarapacá;2017;1500;2
Hombres;Quechua;67;1403;Colchane;1;Tarapacá;2017;1500;2
Hombres;Colla;8;1403;Colchane;1;Tarapacá;2017;1500;2
Hombres;Diaguita;2;1403;Colchane;1;Tarapacá;2017;1500;2
Hombres;Kawésqar;0;1403;Colchane;1;Tarapacá;2017;1500;2
Hombres;Yagán o Yámana;0;1403;Colchane;1;Tarapacá;2017;1500;2
Hombres;Otro;5;1403;Colchane;1;Tarapacá;2017;1500;2
Hombres;Pueblo Ignorado;13;1403;Colchane;1;Tarapacá;2017;1500;2
Mujeres;Mapuche;4;1403;Colchane;1;Tarapacá;2017;1500;2
Mujeres;Aymara;569;1403;Colchane;1;Tarapacá;2017;1500;2
Mujeres;Rapa Nui;0;1403;Colchane;1;Tarapacá;2017;1500;2
Mujeres;Lican Antai;1;1403;Colchane;1;Tarapacá;2017;1500;2
Mujeres;Quechua;52;1403;Colchane;1;Tarapacá;2017;1500;2
Mujeres;Colla;3;1403;Colchane;1;Tarapacá;2017;1500;2
Mujeres;Diaguita;2;1403;Colchane;1;Tarapacá;2017;1500;2
Mujeres;Kawésqar;0;1403;Colchane;1;Tarapacá;2017;1500;2
Mujeres;Yagán o Yámana;0;1403;Colchane;1;Tarapacá;2017;1500;2
Mujeres;Otro;6;1403;Colchane;1;Tarapacá;2017;1500;2
Mujeres;Pueblo Ignorado;2;1403;Colchane;1;Tarapacá;2017;1500;2
Hombres;Mapuche;32;1404;Huara;1;Tarapacá;2017;2748;2
Hombres;Aymara;696;1404;Huara;1;Tarapacá;2017;2748;2
Hombres;Rapa Nui;1;1404;Huara;1;Tarapacá;2017;2748;2
Hombres;Lican Antai;3;1404;Huara;1;Tarapacá;2017;2748;2
Hombres;Quechua;80;1404;Huara;1;Tarapacá;2017;2748;2
Hombres;Colla;2;1404;Huara;1;Tarapacá;2017;2748;2
Hombres;Diaguita;20;1404;Huara;1;Tarapacá;2017;2748;2
Hombres;Kawésqar;0;1404;Huara;1;Tarapacá;2017;2748;2
Hombres;Yagán o Yámana;0;1404;Huara;1;Tarapacá;2017;2748;2
Hombres;Otro;5;1404;Huara;1;Tarapacá;2017;2748;2
Hombres;Pueblo Ignorado;28;1404;Huara;1;Tarapacá;2017;2748;2
Mujeres;Mapuche;20;1404;Huara;1;Tarapacá;2017;2748;2
Mujeres;Aymara;673;1404;Huara;1;Tarapacá;2017;2748;2
Mujeres;Rapa Nui;0;1404;Huara;1;Tarapacá;2017;2748;2
Mujeres;Lican Antai;0;1404;Huara;1;Tarapacá;2017;2748;2
Mujeres;Quechua;62;1404;Huara;1;Tarapacá;2017;2748;2
Mujeres;Colla;0;1404;Huara;1;Tarapacá;2017;2748;2
Mujeres;Diaguita;15;1404;Huara;1;Tarapacá;2017;2748;2
Mujeres;Kawésqar;0;1404;Huara;1;Tarapacá;2017;2748;2
Mujeres;Yagán o Yámana;0;1404;Huara;1;Tarapacá;2017;2748;2
Mujeres;Otro;1;1404;Huara;1;Tarapacá;2017;2748;2
Mujeres;Pueblo Ignorado;11;1404;Huara;1;Tarapacá;2017;2748;2
Hombres;Mapuche;334;1405;Pica;1;Tarapacá;2017;5320;2
Hombres;Aymara;1566;1405;Pica;1;Tarapacá;2017;5320;2
Hombres;Rapa Nui;3;1405;Pica;1;Tarapacá;2017;5320;2
Hombres;Lican Antai;22;1405;Pica;1;Tarapacá;2017;5320;2
Hombres;Quechua;316;1405;Pica;1;Tarapacá;2017;5320;2
Hombres;Colla;23;1405;Pica;1;Tarapacá;2017;5320;2
Hombres;Diaguita;165;1405;Pica;1;Tarapacá;2017;5320;2
Hombres;Kawésqar;0;1405;Pica;1;Tarapacá;2017;5320;2
Hombres;Yagán o Yámana;2;1405;Pica;1;Tarapacá;2017;5320;2
Hombres;Otro;27;1405;Pica;1;Tarapacá;2017;5320;2
Hombres;Pueblo Ignorado;27;1405;Pica;1;Tarapacá;2017;5320;2
Mujeres;Mapuche;73;1405;Pica;1;Tarapacá;2017;5320;2
Mujeres;Aymara;1271;1405;Pica;1;Tarapacá;2017;5320;2
Mujeres;Rapa Nui;0;1405;Pica;1;Tarapacá;2017;5320;2
Mujeres;Lican Antai;19;1405;Pica;1;Tarapacá;2017;5320;2
Mujeres;Quechua;275;1405;Pica;1;Tarapacá;2017;5320;2
Mujeres;Colla;5;1405;Pica;1;Tarapacá;2017;5320;2
Mujeres;Diaguita;69;1405;Pica;1;Tarapacá;2017;5320;2
Mujeres;Kawésqar;0;1405;Pica;1;Tarapacá;2017;5320;2
Mujeres;Yagán o Yámana;0;1405;Pica;1;Tarapacá;2017;5320;2
Mujeres;Otro;4;1405;Pica;1;Tarapacá;2017;5320;2
Mujeres;Pueblo Ignorado;25;1405;Pica;1;Tarapacá;2017;5320;2
Hombres;Mapuche;5626;2101;Antofagasta;2;Antofagasta;2017;381635;3
Hombres;Aymara;3030;2101;Antofagasta;2;Antofagasta;2017;381635;3
Hombres;Rapa Nui;34;2101;Antofagasta;2;Antofagasta;2017;381635;3
Hombres;Lican Antai;1313;2101;Antofagasta;2;Antofagasta;2017;381635;3
Hombres;Quechua;928;2101;Antofagasta;2;Antofagasta;2017;381635;3
Hombres;Colla;259;2101;Antofagasta;2;Antofagasta;2017;381635;3
Hombres;Diaguita;2000;2101;Antofagasta;2;Antofagasta;2017;381635;3
Hombres;Kawésqar;22;2101;Antofagasta;2;Antofagasta;2017;381635;3
Hombres;Yagán o Yámana;15;2101;Antofagasta;2;Antofagasta;2017;381635;3
Hombres;Otro;592;2101;Antofagasta;2;Antofagasta;2017;381635;3
Hombres;Pueblo Ignorado;522;2101;Antofagasta;2;Antofagasta;2017;381635;3
Mujeres;Mapuche;4639;2101;Antofagasta;2;Antofagasta;2017;381635;3
Mujeres;Aymara;3165;2101;Antofagasta;2;Antofagasta;2017;381635;3
Mujeres;Rapa Nui;33;2101;Antofagasta;2;Antofagasta;2017;381635;3
Mujeres;Lican Antai;1476;2101;Antofagasta;2;Antofagasta;2017;381635;3
Mujeres;Quechua;1170;2101;Antofagasta;2;Antofagasta;2017;381635;3
Mujeres;Colla;211;2101;Antofagasta;2;Antofagasta;2017;381635;3
Mujeres;Diaguita;2025;2101;Antofagasta;2;Antofagasta;2017;381635;3
Mujeres;Kawésqar;21;2101;Antofagasta;2;Antofagasta;2017;381635;3
Mujeres;Yagán o Yámana;11;2101;Antofagasta;2;Antofagasta;2017;381635;3
Mujeres;Otro;607;2101;Antofagasta;2;Antofagasta;2017;381635;3
Mujeres;Pueblo Ignorado;475;2101;Antofagasta;2;Antofagasta;2017;381635;3
Hombres;Mapuche;452;2102;Mejillones;2;Antofagasta;2017;12933;3
Hombres;Aymara;102;2102;Mejillones;2;Antofagasta;2017;12933;3
Hombres;Rapa Nui;4;2102;Mejillones;2;Antofagasta;2017;12933;3
Hombres;Lican Antai;18;2102;Mejillones;2;Antofagasta;2017;12933;3
Hombres;Quechua;65;2102;Mejillones;2;Antofagasta;2017;12933;3
Hombres;Colla;8;2102;Mejillones;2;Antofagasta;2017;12933;3
Hombres;Diaguita;56;2102;Mejillones;2;Antofagasta;2017;12933;3
Hombres;Kawésqar;0;2102;Mejillones;2;Antofagasta;2017;12933;3
Hombres;Yagán o Yámana;0;2102;Mejillones;2;Antofagasta;2017;12933;3
Hombres;Otro;42;2102;Mejillones;2;Antofagasta;2017;12933;3
Hombres;Pueblo Ignorado;26;2102;Mejillones;2;Antofagasta;2017;12933;3
Mujeres;Mapuche;166;2102;Mejillones;2;Antofagasta;2017;12933;3
Mujeres;Aymara;106;2102;Mejillones;2;Antofagasta;2017;12933;3
Mujeres;Rapa Nui;5;2102;Mejillones;2;Antofagasta;2017;12933;3
Mujeres;Lican Antai;15;2102;Mejillones;2;Antofagasta;2017;12933;3
Mujeres;Quechua;63;2102;Mejillones;2;Antofagasta;2017;12933;3
Mujeres;Colla;17;2102;Mejillones;2;Antofagasta;2017;12933;3
Mujeres;Diaguita;41;2102;Mejillones;2;Antofagasta;2017;12933;3
Mujeres;Kawésqar;0;2102;Mejillones;2;Antofagasta;2017;12933;3
Mujeres;Yagán o Yámana;0;2102;Mejillones;2;Antofagasta;2017;12933;3
Mujeres;Otro;36;2102;Mejillones;2;Antofagasta;2017;12933;3
Mujeres;Pueblo Ignorado;23;2102;Mejillones;2;Antofagasta;2017;12933;3
Hombres;Mapuche;446;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Hombres;Aymara;270;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Hombres;Rapa Nui;2;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Hombres;Lican Antai;100;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Hombres;Quechua;55;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Hombres;Colla;32;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Hombres;Diaguita;166;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Hombres;Kawésqar;0;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Hombres;Yagán o Yámana;1;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Hombres;Otro;38;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Hombres;Pueblo Ignorado;16;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Mujeres;Mapuche;44;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Mujeres;Aymara;85;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Mujeres;Rapa Nui;1;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Mujeres;Lican Antai;33;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Mujeres;Quechua;43;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Mujeres;Colla;10;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Mujeres;Diaguita;32;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Mujeres;Kawésqar;0;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Mujeres;Yagán o Yámana;0;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Mujeres;Otro;5;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Mujeres;Pueblo Ignorado;7;2103;Sierra Gorda;2;Antofagasta;2017;1582;3
Hombres;Mapuche;239;2104;Taltal;2;Antofagasta;2017;12831;3
Hombres;Aymara;63;2104;Taltal;2;Antofagasta;2017;12831;3
Hombres;Rapa Nui;0;2104;Taltal;2;Antofagasta;2017;12831;3
Hombres;Lican Antai;15;2104;Taltal;2;Antofagasta;2017;12831;3
Hombres;Quechua;22;2104;Taltal;2;Antofagasta;2017;12831;3
Hombres;Colla;48;2104;Taltal;2;Antofagasta;2017;12831;3
Hombres;Diaguita;139;2104;Taltal;2;Antofagasta;2017;12831;3
Hombres;Kawésqar;1;2104;Taltal;2;Antofagasta;2017;12831;3
Hombres;Yagán o Yámana;0;2104;Taltal;2;Antofagasta;2017;12831;3
Hombres;Otro;1265;2104;Taltal;2;Antofagasta;2017;12831;3
Hombres;Pueblo Ignorado;30;2104;Taltal;2;Antofagasta;2017;12831;3
Mujeres;Mapuche;121;2104;Taltal;2;Antofagasta;2017;12831;3
Mujeres;Aymara;38;2104;Taltal;2;Antofagasta;2017;12831;3
Mujeres;Rapa Nui;1;2104;Taltal;2;Antofagasta;2017;12831;3
Mujeres;Lican Antai;14;2104;Taltal;2;Antofagasta;2017;12831;3
Mujeres;Quechua;21;2104;Taltal;2;Antofagasta;2017;12831;3
Mujeres;Colla;18;2104;Taltal;2;Antofagasta;2017;12831;3
Mujeres;Diaguita;92;2104;Taltal;2;Antofagasta;2017;12831;3
Mujeres;Kawésqar;0;2104;Taltal;2;Antofagasta;2017;12831;3
Mujeres;Yagán o Yámana;0;2104;Taltal;2;Antofagasta;2017;12831;3
Mujeres;Otro;1248;2104;Taltal;2;Antofagasta;2017;12831;3
Mujeres;Pueblo Ignorado;18;2104;Taltal;2;Antofagasta;2017;12831;3
Hombres;Mapuche;2626;2201;Calama;2;Antofagasta;2017;171875;3
Hombres;Aymara;2473;2201;Calama;2;Antofagasta;2017;171875;3
Hombres;Rapa Nui;6;2201;Calama;2;Antofagasta;2017;171875;3
Hombres;Lican Antai;8817;2201;Calama;2;Antofagasta;2017;171875;3
Hombres;Quechua;3295;2201;Calama;2;Antofagasta;2017;171875;3
Hombres;Colla;178;2201;Calama;2;Antofagasta;2017;171875;3
Hombres;Diaguita;1726;2201;Calama;2;Antofagasta;2017;171875;3
Hombres;Kawésqar;16;2201;Calama;2;Antofagasta;2017;171875;3
Hombres;Yagán o Yámana;12;2201;Calama;2;Antofagasta;2017;171875;3
Hombres;Otro;151;2201;Calama;2;Antofagasta;2017;171875;3
Hombres;Pueblo Ignorado;497;2201;Calama;2;Antofagasta;2017;171875;3
